car_type,car_model,engine_class,chassis_weight_kg,moment_of_inertia,engine_weight_kg,thruster_weight_kg,fuel_weight_kg,starting_fuel_kWh,fuel_type,energy_density_MJ_per_kg,mass_density_kg_per_L,total_thrust_kN,thrust_rear_kN,thrust_front_kN,thrust_side_kN,FOV_Threat_Count,Min_Distance_In_FOV,FOV_Density,FOV_Front_Cone_Threat_Count,Angle_Weighted_Density,Threats_Left_Sector,Threats_Right_Sector,Average_Threat_Angle_Offset,heading_deg,previous_heading_deg,test_id,test_date,assigned_by,mission_type,crew_status,navigation_mode,origin_station,destination_station,car_color,last_telemetry_message,ship_serial_number
Sedan,Stratos M2,Ion-A,950,1.2,227,137,265,191.6,PlasmaCell,6.7,1.3,40.4,24.2,12.1,4.0,6,7.509,0.185,2,0.466,4,5,87.0,306,23,CASE-815-V,4025-11-07,Captain Kael,commute,automated,auto,Orryx Haven,Thalos Crossing,Cyan,Clear path confirmed. Continuing cruise.,CXS-1087-IO
SUV,Vortex R7,Plasma-A,1250,1.5,314,179,177,295.5,FusionCore,8.4,1.6,66.9,40.1,20.1,6.7,2,9.582,0.218,3,0.257,1,3,78.5,143,184,CASE-6947-P,4025-03-09,Dr. Calix Renner,commute,automated,auto,Orryx Haven,Helion Hub,Red,Minor vibration detected. Monitoring systems.,CXS-8046-NI
SUV,Vortex R7,Ion-A,1250,1.5,283,179,232,162.6,FusionCore,8.4,1.6,75.7,45.4,22.7,7.6,6,2.302,0.128,4,0.123,3,0,39.7,287,248,CASE-8394-D,4025-09-28,Commander Yulo,commute,automated,auto,Helion Hub,Cerebra Ring,MediumTurquoise,Fuel low. Navigating around debris.,CXS-8499-ND
SUV,Vortex R7,Fusion-B,1250,1.5,264,194,137,124.7,PlasmaCell,6.7,1.3,43.7,26.2,13.1,4.4,3,9.755,0.607,0,0.488,2,0,25.6,348,62,CASE-9717-P,4025-05-19,Marshal Keir,commute,automated,auto,Zenthar Relay,Vega Spire,Violet,Minor vibration detected. Monitoring systems.,CXS-7458-VJ
SUV,Vortex R7,Ion-A,1250,1.5,325,199,182,130.8,IonGel,5.2,1.1,43.2,25.9,13.0,4.3,5,7.097,0.395,5,0.782,0,5,25.5,28,36,CASE-3612-M,4025-11-01,Axel Orov,commute,automated,auto,Thalos Crossing,Cryon Reach,Chartreuse,Minor vibration detected. Monitoring systems.,CXS-9964-AG
Micro,Nimbus X1,Fusion-B,700,0.8,144,85,165,135.6,FusionCore,8.4,1.6,78.6,47.2,23.6,7.9,5,7.842,0.21,3,0.942,4,1,32.3,49,188,CASE-3460-Y,4025-03-13,Dr. Calix Renner,commute,automated,auto,Cerebra Ring,Lunaris Port,DarkSlateGray,Fuel low. Navigating around debris.,CXS-9399-YI
Sedan,Stratos M2,Fusion-B,950,1.2,242,128,221,153.7,FusionCore,8.4,1.6,64.0,38.4,19.2,6.4,6,1.841,0.99,5,0.16,5,5,47.2,148,239,CASE-5375-D,4025-10-06,Zara Strix,commute,automated,auto,Vega Spire,Thalos Crossing,AntiqueWhite,Re-routing due to unstable path.,CXS-8165-PX
Sedan,Stratos M2,Fusion-B,950,1.2,241,119,132,236.9,IonGel,5.2,1.1,52.0,31.2,15.6,5.2,7,1.377,0.468,5,0.803,4,0,69.2,8,58,CASE-2878-E,4025-10-02,Zara Strix,commute,automated,auto,Cryon Reach,Helion Hub,Olive,Re-routing due to unstable path.,CXS-8583-RW
Sedan,Stratos M2,Ion-A,950,1.2,203,125,121,183.3,IonGel,5.2,1.1,68.2,40.9,20.5,6.8,3,9.432,0.283,3,0.667,0,0,35.5,6,87,CASE-8196-R,4025-10-26,Commander Yulo,commute,automated,auto,Helion Hub,Zenthar Relay,MidnightBlue,Clear path confirmed. Continuing cruise.,CXS-8817-CM
SUV,Vortex R7,Plasma-A,1250,1.5,338,165,290,220.4,PlasmaCell,6.7,1.3,59.5,35.7,17.8,6.0,1,1.952,0.991,0,0.148,5,4,17.2,154,237,CASE-693-N,4025-02-05,Zara Strix,commute,automated,auto,Helion Hub,Cerebra Ring,Azure,Re-routing due to unstable path.,CXS-3427-OC
SUV,Vortex R7,Fusion-B,1250,1.5,304,141,142,280.5,IonGel,5.2,1.1,69.6,41.8,20.9,7.0,2,6.243,0.146,5,0.428,3,5,52.1,283,148,CASE-9433-N,4025-08-19,Commander Yulo,commute,automated,auto,Thalos Crossing,Cryon Reach,PaleGreen,Power levels nominal. Adjusting trajectory.,CXS-1606-WU
SUV,Vortex R7,Fusion-B,1250,1.5,301,171,251,244.9,PlasmaCell,6.7,1.3,77.4,46.4,23.2,7.7,5,3.44,0.879,4,0.354,0,1,25.9,98,240,CASE-4743-D,4025-01-14,Dr. Calix Renner,commute,automated,auto,Thalos Crossing,Vega Spire,PaleGreen,Minor vibration detected. Monitoring systems.,CXS-6633-AK
SUV,Vortex R7,Ion-A,1250,1.5,279,172,250,281.8,IonGel,5.2,1.1,53.6,32.2,16.1,5.4,5,8.37,0.651,4,0.471,1,4,44.3,212,252,CASE-7538-W,4025-07-27,Axel Orov,commute,automated,auto,Thalos Crossing,Vega Spire,MistyRose,Clear path confirmed. Continuing cruise.,CXS-5975-CN
Sedan,Stratos M2,Ion-A,950,1.2,206,135,104,171.8,IonGel,5.2,1.1,50.4,30.2,15.1,5.0,1,2.055,0.327,2,0.773,1,5,78.6,309,342,CASE-3986-N,4025-06-14,Dr. Calix Renner,commute,automated,auto,Orryx Haven,Vega Spire,PaleGoldenRod,Power levels nominal. Adjusting trajectory.,CXS-2706-QC
Micro,Nimbus X1,Fusion-B,700,0.8,123,108,293,122.2,FusionCore,8.4,1.6,44.2,26.5,13.3,4.4,1,9.011,0.359,3,0.852,2,2,73.7,62,103,CASE-5083-X,4025-02-06,Dr. Calix Renner,commute,automated,auto,Vega Spire,Thalos Crossing,MediumSlateBlue,Minor vibration detected. Monitoring systems.,CXS-8194-HK
SUV,Vortex R7,Ion-A,1250,1.5,250,155,187,157.4,FusionCore,8.4,1.6,46.9,28.1,14.1,4.7,2,7.743,0.316,3,0.924,4,5,32.6,15,226,CASE-1251-Q,4025-11-22,Zara Strix,commute,automated,auto,Zenthar Relay,Orryx Haven,DarkOrange,Re-routing due to unstable path.,CXS-3385-QQ
Sedan,Stratos M2,Ion-A,950,1.2,246,104,186,163.0,IonGel,5.2,1.1,79.3,47.6,23.8,7.9,2,1.532,0.747,4,0.43,5,4,78.6,160,176,CASE-5724-L,4025-01-22,Dr. Calix Renner,commute,automated,auto,Orryx Haven,Zenthar Relay,DarkViolet,Clear path confirmed. Continuing cruise.,CXS-1129-HD
SUV,Vortex R7,Ion-A,1250,1.5,317,179,279,180.8,IonGel,5.2,1.1,65.8,39.5,19.7,6.6,0,4.064,0.753,3,0.09,4,2,68.1,81,11,CASE-4193-G,4025-04-10,Captain Kael,commute,automated,auto,Thalos Crossing,Helion Hub,ForestGreen,Clear path confirmed. Continuing cruise.,CXS-1456-TE
Micro,Nimbus X1,Plasma-A,700,0.8,157,96,298,160.8,IonGel,5.2,1.1,56.9,34.1,17.1,5.7,7,1.443,0.207,4,0.335,5,4,50.9,321,340,CASE-1234-F,4025-05-21,Dr. Calix Renner,commute,automated,auto,Vega Spire,Cerebra Ring,Snow,Re-routing due to unstable path.,CXS-9737-OY
Micro,Nimbus X1,Plasma-A,700,0.8,134,102,172,233.4,FusionCore,8.4,1.6,72.6,43.6,21.8,7.3,0,6.361,0.42,4,0.4,3,1,42.9,228,39,CASE-9494-O,4025-12-08,Zara Strix,commute,automated,auto,Orryx Haven,Cerebra Ring,MediumBlue,Minor vibration detected. Monitoring systems.,CXS-7050-UK
Micro,Nimbus X1,Ion-A,700,0.8,153,105,243,203.8,PlasmaCell,6.7,1.3,55.8,33.5,16.7,5.6,7,4.654,0.559,2,0.715,0,5,19.1,242,16,CASE-7205-C,4025-08-23,Commander Yulo,commute,automated,auto,Zenthar Relay,Helion Hub,SeaShell,Clear path confirmed. Continuing cruise.,CXS-3569-OU
Micro,Nimbus X1,Fusion-B,700,0.8,143,87,204,122.1,PlasmaCell,6.7,1.3,54.8,32.9,16.4,5.5,4,5.464,0.231,0,0.306,1,5,44.0,62,280,CASE-4500-S,4025-06-10,Marshal Keir,commute,automated,auto,Zenthar Relay,Lunaris Port,Chartreuse,Power levels nominal. Adjusting trajectory.,CXS-6712-LQ
Sedan,Stratos M2,Ion-A,950,1.2,185,126,246,161.9,FusionCore,8.4,1.6,58.1,34.9,17.4,5.8,2,5.527,0.498,4,0.808,3,3,21.0,202,173,CASE-5085-O,4025-12-27,Zara Strix,commute,automated,auto,Helion Hub,Thalos Crossing,RoyalBlue,Clear path confirmed. Continuing cruise.,CXS-9863-BB
Sedan,Stratos M2,Fusion-B,950,1.2,236,147,265,117.7,FusionCore,8.4,1.6,46.6,28.0,14.0,4.7,7,9.624,0.801,3,0.491,0,5,84.3,92,9,CASE-4703-C,4025-11-04,Axel Orov,commute,automated,auto,Lunaris Port,Helion Hub,DarkGoldenRod,Minor vibration detected. Monitoring systems.,CXS-5504-TT
Sedan,Stratos M2,Plasma-A,950,1.2,211,145,213,116.9,PlasmaCell,6.7,1.3,61.3,36.8,18.4,6.1,5,1.222,0.429,0,0.284,0,1,27.6,208,347,CASE-6299-O,4025-01-11,Dr. Calix Renner,commute,automated,auto,Helion Hub,Cryon Reach,BlueViolet,Clear path confirmed. Continuing cruise.,CXS-3772-OZ
Sedan,Stratos M2,Plasma-A,950,1.2,258,120,106,242.7,IonGel,5.2,1.1,51.9,31.1,15.6,5.2,6,8.855,0.322,0,0.745,0,2,5.5,237,283,CASE-3084-K,4025-06-09,Marshal Keir,commute,automated,auto,Vega Spire,Cryon Reach,Sienna,Clear path confirmed. Continuing cruise.,CXS-7669-QE
Sedan,Stratos M2,Ion-A,950,1.2,241,101,262,146.7,FusionCore,8.4,1.6,75.4,45.2,22.6,7.5,1,4.544,0.658,0,1.007,4,3,86.5,284,231,CASE-7381-D,4025-09-21,Elia Vorn,commute,automated,auto,Zenthar Relay,Helion Hub,MediumSpringGreen,Fuel low. Navigating around debris.,CXS-1684-WC
Sedan,Stratos M2,Plasma-A,950,1.2,239,139,267,294.4,FusionCore,8.4,1.6,40.0,24.0,12.0,4.0,3,5.438,0.773,1,0.714,5,4,89.9,221,107,CASE-2827-B,4025-06-27,Axel Orov,commute,automated,auto,Thalos Crossing,Orryx Haven,LightBlue,Clear path confirmed. Continuing cruise.,CXS-9270-WO
SUV,Vortex R7,Fusion-B,1250,1.5,337,200,262,152.3,FusionCore,8.4,1.6,70.1,42.1,21.0,7.0,7,4.058,0.226,3,0.909,3,4,80.6,250,201,CASE-8586-Q,4025-06-07,Tamsin Ryx,commute,automated,auto,Thalos Crossing,Orryx Haven,DimGray,Re-routing due to unstable path.,CXS-9816-LL
Sedan,Stratos M2,Fusion-B,950,1.2,189,134,271,189.0,IonGel,5.2,1.1,44.9,26.9,13.5,4.5,0,4.25,0.112,2,0.697,4,5,27.3,113,119,CASE-6347-N,4025-03-27,Captain Kael,commute,automated,auto,Cerebra Ring,Thalos Crossing,MediumSlateBlue,Clear path confirmed. Continuing cruise.,CXS-9090-VT
SUV,Vortex R7,Ion-A,1250,1.5,254,157,280,241.4,FusionCore,8.4,1.6,48.4,29.0,14.5,4.8,7,6.027,0.617,3,0.599,1,2,84.0,116,267,CASE-5482-C,4025-05-19,Zara Strix,commute,automated,auto,Cryon Reach,Thalos Crossing,MediumPurple,Power levels nominal. Adjusting trajectory.,CXS-5494-DR
Sedan,Stratos M2,Plasma-A,950,1.2,182,144,236,222.9,PlasmaCell,6.7,1.3,67.2,40.3,20.2,6.7,5,7.106,0.437,4,0.279,3,2,0.5,99,171,CASE-6333-J,4025-06-14,Zara Strix,commute,automated,auto,Thalos Crossing,Lunaris Port,LightCoral,Power levels nominal. Adjusting trajectory.,CXS-2340-XV
Micro,Nimbus X1,Plasma-A,700,0.8,171,81,157,295.6,PlasmaCell,6.7,1.3,57.0,34.2,17.1,5.7,1,1.868,0.835,5,0.827,3,1,86.3,27,170,CASE-2463-K,4025-06-10,Tamsin Ryx,commute,automated,auto,Vega Spire,Orryx Haven,Cyan,Fuel low. Navigating around debris.,CXS-9514-SV
Sedan,Stratos M2,Ion-A,950,1.2,189,149,258,187.7,PlasmaCell,6.7,1.3,43.8,26.3,13.1,4.4,5,8.405,0.215,2,0.608,0,5,5.0,26,150,CASE-5731-J,4025-01-02,Elia Vorn,commute,automated,auto,Thalos Crossing,Zenthar Relay,OrangeRed,Power levels nominal. Adjusting trajectory.,CXS-7249-ET
SUV,Vortex R7,Plasma-A,1250,1.5,262,179,159,272.9,FusionCore,8.4,1.6,71.5,42.9,21.4,7.2,0,9.6,0.505,0,0.01,4,1,81.4,64,326,CASE-1388-J,4025-07-20,Zara Strix,commute,automated,auto,Lunaris Port,Zenthar Relay,OldLace,Clear path confirmed. Continuing cruise.,CXS-9337-UZ
SUV,Vortex R7,Fusion-B,1250,1.5,295,166,285,224.2,FusionCore,8.4,1.6,47.4,28.4,14.2,4.7,6,6.811,0.632,0,0.307,2,0,46.6,336,347,CASE-2093-V,4025-03-10,Dr. Calix Renner,commute,automated,auto,Orryx Haven,Thalos Crossing,Violet,Power levels nominal. Adjusting trajectory.,CXS-3369-CU
Sedan,Stratos M2,Plasma-A,950,1.2,210,132,113,184.4,PlasmaCell,6.7,1.3,47.8,28.7,14.3,4.8,7,9.899,0.402,2,0.411,3,0,44.6,1,327,CASE-6937-Q,4025-06-07,Tamsin Ryx,commute,automated,auto,Cryon Reach,Cerebra Ring,MistyRose,Power levels nominal. Adjusting trajectory.,CXS-4654-AL
Micro,Nimbus X1,Fusion-B,700,0.8,134,109,154,147.8,PlasmaCell,6.7,1.3,69.4,41.6,20.8,6.9,0,1.613,0.197,1,0.902,0,1,17.8,89,112,CASE-2953-G,4025-07-06,Zara Strix,commute,automated,auto,Helion Hub,Thalos Crossing,MediumSpringGreen,Fuel low. Navigating around debris.,CXS-5292-YP
Micro,Nimbus X1,Ion-A,700,0.8,131,101,162,135.7,PlasmaCell,6.7,1.3,40.9,24.5,12.3,4.1,0,2.882,0.427,1,1.009,3,5,5.9,73,66,CASE-3711-E,4025-07-21,Dr. Calix Renner,commute,automated,auto,Zenthar Relay,Lunaris Port,DeepSkyBlue,Fuel low. Navigating around debris.,CXS-4107-CJ
Sedan,Stratos M2,Ion-A,950,1.2,248,124,195,163.6,PlasmaCell,6.7,1.3,57.2,34.3,17.2,5.7,1,1.506,0.909,4,0.205,3,5,55.3,85,260,CASE-8317-Y,4025-05-26,Tamsin Ryx,commute,automated,auto,Cryon Reach,Lunaris Port,Yellow,Minor vibration detected. Monitoring systems.,CXS-7358-XQ
Micro,Nimbus X1,Ion-A,700,0.8,168,112,227,203.8,FusionCore,8.4,1.6,47.2,28.3,14.2,4.7,6,8.193,0.297,3,0.395,3,4,14.1,191,130,CASE-5517-Y,4025-08-09,Commander Yulo,commute,automated,auto,Helion Hub,Zenthar Relay,DarkSeaGreen,Clear path confirmed. Continuing cruise.,CXS-2388-TM
Sedan,Stratos M2,Ion-A,950,1.2,190,118,232,170.3,FusionCore,8.4,1.6,63.4,38.0,19.0,6.3,5,8.15,0.432,0,0.082,2,4,46.2,329,40,CASE-2658-F,4025-08-15,Captain Kael,commute,automated,auto,Thalos Crossing,Zenthar Relay,FireBrick,Clear path confirmed. Continuing cruise.,CXS-5528-XO
Sedan,Stratos M2,Ion-A,950,1.2,192,107,192,107.7,IonGel,5.2,1.1,48.0,28.8,14.4,4.8,3,6.3,0.881,4,0.01,2,3,85.1,296,335,CASE-6731-L,4025-05-24,Captain Kael,commute,automated,auto,Cryon Reach,Cerebra Ring,LavenderBlush,Re-routing due to unstable path.,CXS-1194-OT
SUV,Vortex R7,Fusion-B,1250,1.5,333,172,201,145.5,IonGel,5.2,1.1,68.9,41.3,20.7,6.9,8,7.483,0.801,0,0.935,3,3,76.8,15,191,CASE-7355-H,4025-10-26,Tamsin Ryx,commute,automated,auto,Cryon Reach,Zenthar Relay,White,Minor vibration detected. Monitoring systems.,CXS-3276-HJ
Micro,Nimbus X1,Fusion-B,700,0.8,175,88,288,101.9,FusionCore,8.4,1.6,72.4,43.4,21.7,7.2,6,7.123,0.633,0,0.154,2,4,56.7,308,311,CASE-3178-L,4025-07-22,Tamsin Ryx,commute,automated,auto,Helion Hub,Orryx Haven,Purple,Clear path confirmed. Continuing cruise.,CXS-7404-OY
SUV,Vortex R7,Fusion-B,1250,1.5,276,200,116,206.9,FusionCore,8.4,1.6,47.5,28.5,14.2,4.8,1,2.651,0.622,0,0.948,1,2,59.4,35,232,CASE-6256-Q,4025-02-06,Commander Yulo,commute,automated,auto,Vega Spire,Cryon Reach,Wheat,Re-routing due to unstable path.,CXS-1941-NF
SUV,Vortex R7,Ion-A,1250,1.5,316,140,183,271.9,IonGel,5.2,1.1,56.4,33.8,16.9,5.6,0,8.969,0.87,5,0.161,2,4,18.3,350,234,CASE-9906-E,4025-07-16,Marshal Keir,commute,automated,auto,Orryx Haven,Lunaris Port,LightCoral,Minor vibration detected. Monitoring systems.,CXS-5512-BU
Sedan,Stratos M2,Fusion-B,950,1.2,180,109,116,264.9,FusionCore,8.4,1.6,64.2,38.5,19.3,6.4,7,7.543,0.888,5,0.785,1,3,22.4,316,221,CASE-6081-R,4025-08-15,Captain Kael,commute,automated,auto,Cryon Reach,Helion Hub,DarkKhaki,Minor vibration detected. Monitoring systems.,CXS-8501-WQ
SUV,Vortex R7,Ion-A,1250,1.5,334,151,245,119.1,PlasmaCell,6.7,1.3,67.9,40.7,20.4,6.8,4,1.622,0.932,3,0.566,0,0,45.4,166,209,CASE-4670-C,4025-11-18,Marshal Keir,commute,automated,auto,Lunaris Port,Orryx Haven,DodgerBlue,Re-routing due to unstable path.,CXS-8388-IO
Sedan,Stratos M2,Plasma-A,950,1.2,212,113,111,192.4,PlasmaCell,6.7,1.3,42.9,25.7,12.9,4.3,0,2.081,0.396,2,0.081,5,3,12.6,142,82,CASE-2414-N,4025-04-13,Captain Kael,commute,automated,auto,Thalos Crossing,Cryon Reach,DarkGoldenRod,Clear path confirmed. Continuing cruise.,CXS-3794-HO
Sedan,Stratos M2,Fusion-B,950,1.2,257,106,175,124.8,IonGel,5.2,1.1,69.7,41.8,20.9,7.0,4,7.605,0.578,0,0.817,5,5,80.7,199,353,CASE-436-N,4025-03-15,Dr. Calix Renner,commute,automated,auto,Orryx Haven,Lunaris Port,CadetBlue,Re-routing due to unstable path.,CXS-6051-MQ
SUV,Vortex R7,Fusion-B,1250,1.5,256,178,112,254.5,IonGel,5.2,1.1,70.7,42.4,21.2,7.1,5,1.152,0.691,0,0.813,1,0,37.4,55,167,CASE-3862-M,4025-02-01,Tamsin Ryx,commute,automated,auto,Cryon Reach,Orryx Haven,Cyan,Fuel low. Navigating around debris.,CXS-6286-LH
Micro,Nimbus X1,Ion-A,700,0.8,160,92,153,286.9,PlasmaCell,6.7,1.3,55.8,33.5,16.7,5.6,4,4.569,0.449,0,0.282,0,0,79.7,210,154,CASE-5221-D,4025-02-12,Tamsin Ryx,commute,automated,auto,Cerebra Ring,Lunaris Port,MediumSeaGreen,Fuel low. Navigating around debris.,CXS-9185-ZE
Sedan,Stratos M2,Ion-A,950,1.2,248,150,143,150.4,PlasmaCell,6.7,1.3,43.8,26.3,13.1,4.4,5,6.818,0.123,2,0.63,4,5,89.0,119,10,CASE-627-J,4025-06-06,Zara Strix,commute,automated,auto,Helion Hub,Cerebra Ring,SeaShell,Fuel low. Navigating around debris.,CXS-3032-WE
SUV,Vortex R7,Plasma-A,1250,1.5,280,187,293,148.7,FusionCore,8.4,1.6,43.2,25.9,13.0,4.3,5,1.374,0.657,5,0.129,0,4,71.3,212,331,CASE-7685-O,4025-04-05,Commander Yulo,commute,automated,auto,Orryx Haven,Cryon Reach,AntiqueWhite,Re-routing due to unstable path.,CXS-5726-CA
Sedan,Stratos M2,Fusion-B,950,1.2,209,146,187,148.4,FusionCore,8.4,1.6,61.6,37.0,18.5,6.2,4,6.496,0.555,0,0.138,0,1,53.3,104,120,CASE-3533-E,4025-07-17,Tamsin Ryx,commute,automated,auto,Cryon Reach,Thalos Crossing,Wheat,Minor vibration detected. Monitoring systems.,CXS-9313-ND
Sedan,Stratos M2,Fusion-B,950,1.2,234,146,179,132.8,FusionCore,8.4,1.6,47.9,28.7,14.4,4.8,7,2.871,0.544,1,0.169,4,4,66.1,79,246,CASE-3893-J,4025-05-19,Tamsin Ryx,commute,automated,auto,Cerebra Ring,Vega Spire,DarkRed,Re-routing due to unstable path.,CXS-1324-BH
SUV,Vortex R7,Fusion-B,1250,1.5,304,194,294,281.3,IonGel,5.2,1.1,52.0,31.2,15.6,5.2,3,4.408,0.157,2,0.893,4,5,65.3,251,207,CASE-7489-C,4025-07-15,Marshal Keir,commute,automated,auto,Orryx Haven,Helion Hub,DarkOliveGreen,Re-routing due to unstable path.,CXS-7812-PT
SUV,Vortex R7,Plasma-A,1250,1.5,297,164,178,228.2,FusionCore,8.4,1.6,63.5,38.1,19.1,6.4,3,9.766,0.773,4,0.698,5,3,83.4,126,124,CASE-269-U,4025-10-06,Elia Vorn,commute,automated,auto,Cerebra Ring,Lunaris Port,Thistle,Clear path confirmed. Continuing cruise.,CXS-8827-SH
Sedan,Stratos M2,Plasma-A,950,1.2,226,140,273,105.7,PlasmaCell,6.7,1.3,66.6,40.0,20.0,6.7,1,8.009,0.924,4,0.082,3,1,74.7,129,354,CASE-2352-J,4025-05-08,Commander Yulo,commute,automated,auto,Orryx Haven,Cryon Reach,Pink,Fuel low. Navigating around debris.,CXS-5951-AT
Micro,Nimbus X1,Fusion-B,700,0.8,154,104,178,246.8,PlasmaCell,6.7,1.3,70.1,42.1,21.0,7.0,3,4.527,1.009,0,0.766,3,5,26.0,220,87,CASE-3941-S,4025-05-24,Captain Kael,commute,automated,auto,Vega Spire,Lunaris Port,PapayaWhip,Fuel low. Navigating around debris.,CXS-3890-FV
SUV,Vortex R7,Plasma-A,1250,1.5,273,185,150,197.3,IonGel,5.2,1.1,60.1,36.1,18.0,6.0,2,2.809,0.877,3,0.624,0,3,11.2,32,175,CASE-1402-Q,4025-04-02,Tamsin Ryx,commute,automated,auto,Vega Spire,Zenthar Relay,MistyRose,Fuel low. Navigating around debris.,CXS-1486-CQ
Micro,Nimbus X1,Plasma-A,700,0.8,135,110,272,252.1,FusionCore,8.4,1.6,40.4,24.2,12.1,4.0,3,1.077,1.006,2,0.339,2,5,80.1,161,122,CASE-8312-Z,4025-01-04,Dr. Calix Renner,commute,automated,auto,Zenthar Relay,Thalos Crossing,Tan,Minor vibration detected. Monitoring systems.,CXS-6918-RA
Micro,Nimbus X1,Fusion-B,700,0.8,145,104,114,295.1,PlasmaCell,6.7,1.3,74.9,44.9,22.5,7.5,1,2.114,0.974,0,0.626,3,4,37.2,96,1,CASE-7702-B,4025-12-27,Commander Yulo,commute,automated,auto,Vega Spire,Lunaris Port,Orange,Clear path confirmed. Continuing cruise.,CXS-6278-LI
Sedan,Stratos M2,Plasma-A,950,1.2,226,102,183,235.6,PlasmaCell,6.7,1.3,49.3,29.6,14.8,4.9,1,3.573,0.23,4,0.7,3,0,27.1,344,280,CASE-266-L,4025-07-16,Elia Vorn,commute,automated,auto,Thalos Crossing,Cryon Reach,CornflowerBlue,Re-routing due to unstable path.,CXS-8648-LH
Sedan,Stratos M2,Plasma-A,950,1.2,237,107,269,208.1,FusionCore,8.4,1.6,49.7,29.8,14.9,5.0,0,9.586,0.777,2,0.96,5,1,83.0,324,251,CASE-1698-Y,4025-07-23,Elia Vorn,commute,automated,auto,Orryx Haven,Thalos Crossing,MediumSeaGreen,Power levels nominal. Adjusting trajectory.,CXS-2481-EB
Micro,Nimbus X1,Fusion-B,700,0.8,141,94,296,284.8,PlasmaCell,6.7,1.3,42.6,25.6,12.8,4.3,2,1.99,0.183,1,0.119,2,3,51.9,0,159,CASE-8945-K,4025-07-26,Zara Strix,commute,automated,auto,Helion Hub,Cryon Reach,ForestGreen,Minor vibration detected. Monitoring systems.,CXS-2013-YV
Micro,Nimbus X1,Fusion-B,700,0.8,154,92,208,163.9,FusionCore,8.4,1.6,54.6,32.8,16.4,5.5,8,3.913,0.364,4,0.587,5,5,3.1,163,158,CASE-7840-U,4025-07-01,Tamsin Ryx,commute,automated,auto,Orryx Haven,Helion Hub,Gainsboro,Power levels nominal. Adjusting trajectory.,CXS-9230-ZE
Micro,Nimbus X1,Ion-A,700,0.8,127,97,246,195.7,PlasmaCell,6.7,1.3,73.1,43.9,21.9,7.3,3,9.255,0.779,1,0.721,5,1,89.2,280,200,CASE-7498-B,4025-06-05,Zara Strix,commute,automated,auto,Thalos Crossing,Orryx Haven,LightYellow,Power levels nominal. Adjusting trajectory.,CXS-6528-GB
SUV,Vortex R7,Ion-A,1250,1.5,336,170,293,178.3,FusionCore,8.4,1.6,42.9,25.7,12.9,4.3,1,8.298,0.154,1,0.157,5,3,26.2,74,107,CASE-686-K,4025-07-04,Tamsin Ryx,commute,automated,auto,Zenthar Relay,Orryx Haven,Magenta,Minor vibration detected. Monitoring systems.,CXS-4573-QM
Micro,Nimbus X1,Plasma-A,700,0.8,132,80,285,271.2,FusionCore,8.4,1.6,44.1,26.5,13.2,4.4,5,2.55,0.989,3,0.152,1,0,10.7,203,250,CASE-7756-I,4025-01-04,Zara Strix,commute,automated,auto,Orryx Haven,Zenthar Relay,Blue,Fuel low. Navigating around debris.,CXS-5959-YU
Micro,Nimbus X1,Ion-A,700,0.8,158,91,290,175.1,PlasmaCell,6.7,1.3,67.7,40.6,20.3,6.8,6,2.028,0.545,3,0.607,3,2,62.4,48,303,CASE-4687-L,4025-05-21,Commander Yulo,commute,automated,auto,Vega Spire,Thalos Crossing,BurlyWood,Clear path confirmed. Continuing cruise.,CXS-3967-UK
SUV,Vortex R7,Fusion-B,1250,1.5,311,181,211,159.7,PlasmaCell,6.7,1.3,45.0,27.0,13.5,4.5,6,5.939,0.541,4,0.827,1,5,80.8,92,306,CASE-2039-Z,4025-12-01,Marshal Keir,commute,automated,auto,Helion Hub,Lunaris Port,NavajoWhite,Clear path confirmed. Continuing cruise.,CXS-3948-NM
Sedan,Stratos M2,Plasma-A,950,1.2,251,128,131,107.8,FusionCore,8.4,1.6,63.0,37.8,18.9,6.3,7,9.509,0.989,0,0.951,2,5,48.1,71,295,CASE-7204-M,4025-02-04,Axel Orov,commute,automated,auto,Orryx Haven,Lunaris Port,MediumSlateBlue,Power levels nominal. Adjusting trajectory.,CXS-9035-FP
Micro,Nimbus X1,Plasma-A,700,0.8,140,113,255,207.6,FusionCore,8.4,1.6,48.4,29.0,14.5,4.8,1,8.723,0.629,1,0.727,4,2,23.5,332,83,CASE-8151-L,4025-01-07,Dr. Calix Renner,commute,automated,auto,Vega Spire,Cerebra Ring,Tomato,Fuel low. Navigating around debris.,CXS-7554-IZ
SUV,Vortex R7,Ion-A,1250,1.5,260,200,273,185.1,FusionCore,8.4,1.6,67.8,40.7,20.3,6.8,8,4.681,0.986,0,0.247,4,0,61.6,208,33,CASE-6955-C,4025-12-12,Axel Orov,commute,automated,auto,Cryon Reach,Lunaris Port,Plum,Fuel low. Navigating around debris.,CXS-6396-TF
Micro,Nimbus X1,Plasma-A,700,0.8,125,103,299,154.7,FusionCore,8.4,1.6,74.8,44.9,22.4,7.5,6,7.858,0.583,4,0.491,5,4,77.9,282,138,CASE-4813-K,4025-07-08,Dr. Calix Renner,commute,automated,auto,Cryon Reach,Orryx Haven,DarkKhaki,Power levels nominal. Adjusting trajectory.,CXS-2623-CK
